instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,feature0
15728,2012-10-22,4,1,10,12,0,1,1,1,0.58,0.5455,0.35,0,52,231,283,491.5
15729,2012-10-22,4,1,10,13,0,1,1,1,0.62,0.6212,0.29,0.1642,88,227,315,491.53125
15730,2012-10-22,4,1,10,14,0,1,1,1,0.62,0.6061,0.27,0.194,73,209,282,491.5625
15731,2012-10-22,4,1,10,15,0,1,1,1,0.64,0.6212,0.29,0.1642,74,222,296,491.59375
15732,2012-10-22,4,1,10,16,0,1,1,1,0.62,0.6212,0.33,0.1642,80,444,524,491.625
15733,2012-10-22,4,1,10,17,0,1,1,1,0.62,0.6212,0.33,0.1045,84,838,922,491.65625
15734,2012-10-22,4,1,10,18,0,1,1,1,0.54,0.5152,0.64,0.1045,60,726,786,491.6875
15735,2012-10-22,4,1,10,19,0,1,1,1,0.52,0.5,0.52,0.1045,36,478,514,491.71875
15736,2012-10-22,4,1,10,20,0,1,1,1,0.5,0.4848,0.59,0.1045,21,382,403,491.75
15737,2012-10-22,4,1,10,21,0,1,1,1,0.48,0.4697,0.67,0.0896,19,155,174,491.78125
15738,2012-10-22,4,1,10,22,0,1,1,1,0.46,0.4545,0.82,0.1343,25,158,183,491.8125
15739,2012-10-22,4,1,10,23,0,1,1,1,0.46,0.4545,0.82,0.1045,20,143,163,491.84375
15740,2012-10-23,4,1,10,0,0,2,1,1,0.46,0.4545,0.88,0.1642,5,32,37,491.875
15741,2012-10-23,4,1,10,1,0,2,1,1,0.46,0.4545,0.77,0.1642,1,16,17,491.90625
15742,2012-10-23,4,1,10,2,0,2,1,1,0.44,0.4394,0.88,0.1343,1,6,7,491.9375
15743,2012-10-23,4,1,10,3,0,2,1,1,0.44,0.4394,0.77,0.1343,0,1,1,491.96875
15744,2012-10-23,4,1,10,4,0,2,1,1,0.42,0.4242,0.77,0.1045,1,6,7,492.0
15745,2012-10-23,4,1,10,5,0,2,1,1,0.44,0.4394,0.77,0.0896,1,49,50,492.03125
15746,2012-10-23,4,1,10,6,0,2,1,1,0.4,0.4091,0.82,0.0896,6,152,158,492.0625
15747,2012-10-23,4,1,10,7,0,2,1,2,0.44,0.4394,0.77,0.1045,12,519,531,492.09375
15748,2012-10-23,4,1,10,8,0,2,1,2,0.46,0.4545,0.72,0.0896,28,733,761,492.125
15749,2012-10-23,4,1,10,9,0,2,1,2,0.5,0.4848,0.72,0.1045,29,305,334,492.15625
15750,2012-10-23,4,1,10,10,0,2,1,1,0.54,0.5152,0.6,0,50,171,221,492.1875
15751,2012-10-23,4,1,10,11,0,2,1,1,0.6,0.6212,0.53,0,52,201,253,492.21875
15752,2012-10-23,4,1,10,12,0,2,1,2,0.62,0.6212,0.46,0.0896,80,298,378,492.25
15753,2012-10-23,4,1,10,13,0,2,1,2,0.64,0.6212,0.44,0,59,244,303,492.28125
15754,2012-10-23,4,1,10,14,0,2,1,1,0.68,0.6364,0.41,0.1642,67,229,296,492.3125
15755,2012-10-23,4,1,10,15,0,2,1,1,0.68,0.6364,0.41,0.2239,76,270,346,492.34375
15756,2012-10-23,4,1,10,16,0,2,1,1,0.68,0.6364,0.44,0.0896,108,433,541,492.375
15757,2012-10-23,4,1,10,17,0,2,1,1,0.68,0.6364,0.41,0,67,871,938,492.40625
15758,2012-10-23,4,1,10,18,0,2,1,1,0.62,0.6212,0.53,0.0896,64,762,826,492.4375
15759,2012-10-23,4,1,10,19,0,2,1,1,0.62,0.6212,0.57,0.0896,25,457,482,492.46875
15760,2012-10-23,4,1,10,20,0,2,1,1,0.58,0.5455,0.64,0.1343,45,334,379,492.5
15761,2012-10-23,4,1,10,21,0,2,1,1,0.56,0.5303,0.68,0,35,260,295,492.53125
15762,2012-10-23,4,1,10,22,0,2,1,1,0.56,0.5303,0.68,0.1045,20,174,194,492.5625
15763,2012-10-23,4,1,10,23,0,2,1,1,0.54,0.5152,0.73,0.1045,9,102,111,492.59375
15764,2012-10-24,4,1,10,0,0,3,1,1,0.54,0.5152,0.73,0.0896,7,39,46,492.625
15765,2012-10-24,4,1,10,1,0,3,1,1,0.54,0.5152,0.68,0,4,23,27,492.65625
15766,2012-10-24,4,1,10,2,0,3,1,1,0.54,0.5152,0.68,0,0,6,6,492.6875
15767,2012-10-24,4,1,10,3,0,3,1,1,0.5,0.4848,0.77,0.0896,0,4,4,492.71875
15768,2012-10-24,4,1,10,4,0,3,1,1,0.5,0.4848,0.77,0.0896,1,5,6,492.75
15769,2012-10-24,4,1,10,5,0,3,1,1,0.5,0.4848,0.82,0,1,52,53,492.78125
15770,2012-10-24,4,1,10,6,0,3,1,1,0.48,0.4697,0.82,0.1045,11,162,173,492.8125
15771,2012-10-24,4,1,10,7,0,3,1,1,0.5,0.4848,0.88,0.0896,20,506,526,492.84375
15772,2012-10-24,4,1,10,8,0,3,1,2,0.52,0.5,0.83,0.1045,24,777,801,492.875
15773,2012-10-24,4,1,10,9,0,3,1,2,0.52,0.5,0.77,0.0896,24,349,373,492.90625
15774,2012-10-24,4,1,10,10,0,3,1,2,0.54,0.5152,0.73,0,29,142,171,492.9375
15775,2012-10-24,4,1,10,11,0,3,1,1,0.58,0.5455,0.64,0,47,189,236,492.96875
15776,2012-10-24,4,1,10,12,0,3,1,1,0.62,0.6061,0.61,0.0896,48,268,316,493.0
15777,2012-10-24,4,1,10,13,0,3,1,1,0.66,0.6212,0.54,0,65,241,306,493.03125
15778,2012-10-24,4,1,10,14,0,3,1,1,0.74,0.6515,0.3,0.2537,64,237,301,493.0625
15779,2012-10-24,4,1,10,15,0,3,1,1,0.7,0.6364,0.39,0.1045,63,245,308,493.09375
15780,2012-10-24,4,1,10,16,0,3,1,1,0.74,0.6515,0.33,0.1343,67,465,532,493.125
15781,2012-10-24,4,1,10,17,0,3,1,1,0.66,0.6212,0.47,0,87,876,963,493.15625
15782,2012-10-24,4,1,10,18,0,3,1,1,0.66,0.6212,0.44,0,63,795,858,493.1875
15783,2012-10-24,4,1,10,19,0,3,1,2,0.64,0.6212,0.53,0.0896,50,522,572,493.21875
15784,2012-10-24,4,1,10,20,0,3,1,2,0.62,0.6061,0.61,0.0896,45,396,441,493.25
15785,2012-10-24,4,1,10,21,0,3,1,2,0.62,0.6061,0.61,0.1045,33,280,313,493.28125
15786,2012-10-24,4,1,10,22,0,3,1,2,0.6,0.6061,0.64,0.1343,30,208,238,493.3125
15787,2012-10-24,4,1,10,23,0,3,1,2,0.58,0.5455,0.68,0.0896,12,111,123,493.34375
15788,2012-10-25,4,1,10,0,0,4,1,2,0.6,0.6061,0.64,0.1045,19,57,76,493.375
15789,2012-10-25,4,1,10,1,0,4,1,1,0.58,0.5455,0.68,0,6,22,28,493.40625
15790,2012-10-25,4,1,10,2,0,4,1,1,0.54,0.5152,0.77,0,3,15,18,493.4375
15791,2012-10-25,4,1,10,3,0,4,1,2,0.52,0.5,0.88,0.1343,0,8,8,493.46875
15792,2012-10-25,4,1,10,4,0,4,1,2,0.52,0.5,0.88,0.1045,1,4,5,493.5
15793,2012-10-25,4,1,10,5,0,4,1,2,0.52,0.5,0.88,0.1642,2,53,55,493.53125
15794,2012-10-25,4,1,10,6,0,4,1,2,0.52,0.5,0.88,0.194,3,168,171,493.5625
15795,2012-10-25,4,1,10,7,0,4,1,2,0.52,0.5,0.88,0.194,18,477,495,493.59375
15796,2012-10-25,4,1,10,8,0,4,1,2,0.52,0.5,0.83,0.1642,33,746,779,493.625
15797,2012-10-25,4,1,10,9,0,4,1,2,0.52,0.5,0.83,0.194,23,320,343,493.65625
15798,2012-10-25,4,1,10,10,0,4,1,2,0.54,0.5152,0.83,0.1343,53,172,225,493.6875
15799,2012-10-25,4,1,10,11,0,4,1,2,0.54,0.5152,0.83,0.1045,57,181,238,493.71875
15800,2012-10-25,4,1,10,12,0,4,1,2,0.56,0.5303,0.78,0.1045,61,258,319,493.75
15801,2012-10-25,4,1,10,13,0,4,1,2,0.56,0.5303,0.78,0,49,264,313,493.78125
15802,2012-10-25,4,1,10,14,0,4,1,1,0.6,0.5909,0.73,0.1343,71,214,285,493.8125
15803,2012-10-25,4,1,10,15,0,4,1,1,0.62,0.6061,0.65,0.1343,63,242,305,493.84375
15804,2012-10-25,4,1,10,16,0,4,1,1,0.6,0.5909,0.69,0.1642,92,407,499,493.875
15805,2012-10-25,4,1,10,17,0,4,1,1,0.6,0.5909,0.69,0.1642,112,774,886,493.90625
15806,2012-10-25,4,1,10,18,0,4,1,1,0.56,0.5303,0.83,0.1045,77,732,809,493.9375
15807,2012-10-25,4,1,10,19,0,4,1,1,0.54,0.5152,0.83,0.194,45,497,542,493.96875
15808,2012-10-25,4,1,10,20,0,4,1,2,0.52,0.5,0.88,0.1343,28,319,347,494.0
15809,2012-10-25,4,1,10,21,0,4,1,2,0.52,0.5,0.88,0.1343,24,247,271,494.03125
15810,2012-10-25,4,1,10,22,0,4,1,2,0.54,0.5152,0.83,0.0896,22,185,207,494.0625
15811,2012-10-25,4,1,10,23,0,4,1,2,0.54,0.5152,0.83,0.1343,13,122,135,494.09375
15812,2012-10-26,4,1,10,0,0,5,1,2,0.54,0.5152,0.77,0,6,65,71,494.125
15813,2012-10-26,4,1,10,1,0,5,1,2,0.52,0.5,0.88,0.0896,4,32,36,494.15625
15814,2012-10-26,4,1,10,2,0,5,1,2,0.52,0.5,0.88,0.1045,4,15,19,494.1875
15815,2012-10-26,4,1,10,3,0,5,1,2,0.52,0.5,0.88,0.1642,5,8,13,494.21875
15816,2012-10-26,4,1,10,4,0,5,1,2,0.52,0.5,0.88,0.1642,1,4,5,494.25
15817,2012-10-26,4,1,10,5,0,5,1,2,0.52,0.5,0.88,0.1045,3,47,50,494.28125
15818,2012-10-26,4,1,10,6,0,5,1,2,0.52,0.5,0.88,0.0896,2,142,144,494.3125
15819,2012-10-26,4,1,10,7,0,5,1,2,0.52,0.5,0.88,0.1045,13,408,421,494.34375
15820,2012-10-26,4,1,10,8,0,5,1,2,0.54,0.5152,0.88,0.1343,20,714,734,494.375
15821,2012-10-26,4,1,10,9,0,5,1,2,0.54,0.5152,0.88,0.1343,56,347,403,494.40625
15822,2012-10-26,4,1,10,10,0,5,1,2,0.54,0.5152,0.88,0.1045,41,156,197,494.4375
15823,2012-10-26,4,1,10,11,0,5,1,2,0.56,0.5303,0.78,0.1642,68,222,290,494.46875
15824,2012-10-26,4,1,10,12,0,5,1,2,0.58,0.5455,0.73,0.194,90,302,392,494.5
15825,2012-10-26,4,1,10,13,0,5,1,2,0.58,0.5455,0.68,0.1343,77,260,337,494.53125
15826,2012-10-26,4,1,10,14,0,5,1,2,0.6,0.6061,0.64,0.1343,99,252,351,494.5625
15827,2012-10-26,4,1,10,15,0,5,1,2,0.62,0.6061,0.61,0.1045,142,306,448,494.59375
15828,2012-10-26,4,1,10,16,0,5,1,2,0.58,0.5455,0.73,0.1642,137,445,582,494.625
15829,2012-10-26,4,1,10,17,0,5,1,2,0.56,0.5303,0.76,0.194,125,692,817,494.65625
15830,2012-10-26,4,1,10,18,0,5,1,2,0.56,0.5303,0.78,0.1343,81,584,665,494.6875
15831,2012-10-26,4,1,10,19,0,5,1,2,0.54,0.5152,0.83,0.1642,72,399,471,494.71875
15832,2012-10-26,4,1,10,20,0,5,1,2,0.54,0.5152,0.83,0.1642,40,271,311,494.75
15833,2012-10-26,4,1,10,21,0,5,1,2,0.54,0.5152,0.77,0.1343,40,252,292,494.78125
15834,2012-10-26,4,1,10,22,0,5,1,2,0.52,0.5,0.83,0.1343,37,180,217,494.8125
15835,2012-10-26,4,1,10,23,0,5,1,1,0.52,0.5,0.83,0.1642,19,159,178,494.84375
15836,2012-10-27,4,1,10,0,0,6,0,1,0.5,0.4848,0.88,0.1343,10,132,142,494.875
15837,2012-10-27,4,1,10,1,0,6,0,2,0.5,0.4848,0.88,0.1343,23,123,146,494.90625
15838,2012-10-27,4,1,10,2,0,6,0,2,0.5,0.4848,0.88,0.194,19,71,90,494.9375
15839,2012-10-27,4,1,10,3,0,6,0,1,0.5,0.4848,0.88,0.1642,5,21,26,494.96875
15840,2012-10-27,4,1,10,4,0,6,0,2,0.5,0.4848,0.88,0.1642,1,12,13,495.0
15841,2012-10-27,4,1,10,5,0,6,0,2,0.5,0.4848,0.82,0.194,2,7,9,495.03125
15842,2012-10-27,4,1,10,6,0,6,0,2,0.5,0.4848,0.82,0.194,2,29,31,495.0625
15843,2012-10-27,4,1,10,7,0,6,0,1,0.48,0.4697,0.83,0.194,7,79,86,495.09375
15844,2012-10-27,4,1,10,8,0,6,0,1,0.5,0.4848,0.77,0.2537,26,187,213,495.125
15845,2012-10-27,4,1,10,9,0,6,0,1,0.5,0.4848,0.77,0.2537,88,240,328,495.15625
15846,2012-10-27,4,1,10,10,0,6,0,1,0.54,0.5152,0.73,0.2836,165,314,479,495.1875
15847,2012-10-27,4,1,10,11,0,6,0,1,0.56,0.5303,0.64,0.2836,197,388,585,495.21875
15848,2012-10-27,4,1,10,12,0,6,0,1,0.6,0.6212,0.53,0.2537,264,404,668,495.25
15849,2012-10-27,4,1,10,13,0,6,0,1,0.6,0.6212,0.43,0.2537,310,450,760,495.28125
15850,2012-10-27,4,1,10,14,0,6,0,1,0.6,0.6212,0.46,0.2537,325,425,750,495.3125
15851,2012-10-27,4,1,10,15,0,6,0,2,0.56,0.5303,0.6,0.2836,310,401,711,495.34375
15852,2012-10-27,4,1,10,16,0,6,0,2,0.56,0.5303,0.64,0.2836,257,355,612,495.375
15853,2012-10-27,4,1,10,17,0,6,0,2,0.56,0.5303,0.64,0.2836,248,370,618,495.40625
15854,2012-10-27,4,1,10,18,0,6,0,2,0.56,0.5303,0.64,0.2836,138,318,456,495.4375
15855,2012-10-27,4,1,10,19,0,6,0,2,0.52,0.5,0.72,0.2239,67,233,300,495.46875
15856,2012-10-27,4,1,10,20,0,6,0,2,0.52,0.5,0.72,0.2239,58,238,296,495.5
15857,2012-10-27,4,1,10,21,0,6,0,2,0.52,0.5,0.72,0.2239,49,160,209,495.53125
15858,2012-10-27,4,1,10,22,0,6,0,2,0.52,0.5,0.72,0.2537,41,116,157,495.5625
15859,2012-10-27,4,1,10,23,0,6,0,2,0.52,0.5,0.68,0.3881,31,136,167,495.59375
15860,2012-10-28,4,1,10,0,0,0,0,3,0.52,0.5,0.68,0.2985,20,97,117,495.625
15861,2012-10-28,4,1,10,1,0,0,0,2,0.5,0.4848,0.72,0.2836,22,111,133,495.65625
15862,2012-10-28,4,1,10,2,0,0,0,2,0.5,0.4848,0.68,0.2985,17,99,116,495.6875
15863,2012-10-28,4,1,10,3,0,0,0,2,0.5,0.4848,0.63,0.3284,18,61,79,495.71875
15864,2012-10-28,4,1,10,4,0,0,0,2,0.5,0.4848,0.63,0.3582,1,19,20,495.75
15865,2012-10-28,4,1,10,5,0,0,0,2,0.5,0.4848,0.63,0.2985,6,22,28,495.78125
15866,2012-10-28,4,1,10,6,0,0,0,2,0.5,0.4848,0.59,0.3284,7,32,39,495.8125
15867,2012-10-28,4,1,10,7,0,0,0,2,0.5,0.4848,0.59,0.2985,17,48,65,495.84375
15868,2012-10-28,4,1,10,8,0,0,0,2,0.5,0.4848,0.59,0.5522,55,118,173,495.875
15869,2012-10-28,4,1,10,9,0,0,0,2,0.5,0.4848,0.55,0.4179,124,206,330,495.90625
15870,2012-10-28,4,1,10,10,0,0,0,2,0.48,0.4697,0.51,0.4179,120,314,434,495.9375
15871,2012-10-28,4,1,10,11,0,0,0,2,0.5,0.4848,0.51,0.3881,110,352,462,495.96875
15872,2012-10-28,4,1,10,12,0,0,0,2,0.48,0.4697,0.59,0.4925,118,373,491,496.0
15873,2012-10-28,4,1,10,13,0,0,0,2,0.48,0.4697,0.59,0.4179,75,316,391,496.03125
15874,2012-10-28,4,1,10,14,0,0,0,2,0.5,0.4848,0.59,0.4478,98,304,402,496.0625
15875,2012-10-28,4,1,10,15,0,0,0,2,0.5,0.4848,0.63,0.4925,76,225,301,496.09375
15876,2012-10-28,4,1,10,16,0,0,0,3,0.48,0.4697,0.67,0.4627,42,251,293,496.125
15877,2012-10-28,4,1,10,17,0,0,0,3,0.46,0.4545,0.77,0.5224,37,188,225,496.15625
15878,2012-10-28,4,1,10,18,0,0,0,3,0.42,0.4242,0.94,0.4925,18,136,154,496.1875
15879,2012-10-28,4,1,10,19,0,0,0,3,0.42,0.4242,0.94,0.3582,7,47,54,496.21875
15880,2012-10-28,4,1,10,20,0,0,0,3,0.42,0.4242,0.94,0.4627,4,51,55,496.25
15881,2012-10-28,4,1,10,21,0,0,0,3,0.44,0.4394,0.88,0.4179,2,44,46,496.28125
15882,2012-10-28,4,1,10,22,0,0,0,3,0.44,0.4394,0.88,0.3582,2,35,37,496.3125
15883,2012-10-28,4,1,10,23,0,0,0,3,0.42,0.4242,0.94,0.3582,2,12,14,496.34375
15884,2012-10-29,4,1,10,0,0,1,1,3,0.44,0.4394,0.88,0.3582,2,20,22,496.375
15885,2012-10-30,4,1,10,13,0,2,1,3,0.3,0.2727,0.81,0.3582,11,105,116,496.40625
15886,2012-10-30,4,1,10,14,0,2,1,3,0.3,0.2727,0.81,0.3582,8,118,126,496.4375
15887,2012-10-30,4,1,10,15,0,2,1,3,0.3,0.2879,0.87,0.2537,10,114,124,496.46875
15888,2012-10-30,4,1,10,16,0,2,1,3,0.3,0.2879,0.87,0.2537,15,83,98,496.5
15889,2012-10-30,4,1,10,17,0,2,1,3,0.3,0.2879,0.87,0.2239,19,105,124,496.53125
15890,2012-10-30,4,1,10,18,0,2,1,3,0.3,0.303,0.87,0.1343,4,139,143,496.5625
15891,2012-10-30,4,1,10,19,0,2,1,2,0.5,0.4848,0.68,0.194,6,109,115,496.59375
15892,2012-10-30,4,1,10,20,0,2,1,2,0.3,0.2879,0.81,0.194,5,76,81,496.625
15893,2012-10-30,4,1,10,21,0,2,1,2,0.3,0.3182,0.87,0.1045,4,60,64,496.65625
15894,2012-10-30,4,1,10,22,0,2,1,1,0.3,0.303,0.81,0.1343,2,64,66,496.6875
15895,2012-10-30,4,1,10,23,0,2,1,1,0.3,0.303,0.81,0.1343,3,36,39,496.71875
15896,2012-10-31,4,1,10,0,0,3,1,2,0.3,0.3182,0.81,0.1045,0,16,16,496.75
15897,2012-10-31,4,1,10,1,0,3,1,2,0.3,0.3182,0.81,0.0896,0,8,8,496.78125
15898,2012-10-31,4,1,10,2,0,3,1,2,0.3,0.303,0.81,0.1343,0,7,7,496.8125
15899,2012-10-31,4,1,10,3,0,3,1,2,0.3,0.3182,0.81,0.1045,0,3,3,496.84375
15900,2012-10-31,4,1,10,4,0,3,1,2,0.3,0.2879,0.87,0.194,0,5,5,496.875
15901,2012-10-31,4,1,10,5,0,3,1,2,0.3,0.303,0.81,0.1343,0,24,24,496.90625
15902,2012-10-31,4,1,10,6,0,3,1,1,0.3,0.303,0.81,0.1642,0,116,116,496.9375
15903,2012-10-31,4,1,10,7,0,3,1,2,0.3,0.303,0.87,0.1343,3,334,337,496.96875
15904,2012-10-31,4,1,10,8,0,3,1,1,0.32,0.3333,0.81,0.1343,6,615,621,497.0
15905,2012-10-31,4,1,10,9,0,3,1,1,0.34,0.3333,0.76,0.1343,17,280,297,497.03125
15906,2012-10-31,4,1,10,10,0,3,1,1,0.36,0.3333,0.71,0.2836,21,147,168,497.0625
15907,2012-10-31,4,1,10,11,0,3,1,2,0.36,0.3485,0.66,0.2239,37,152,189,497.09375
15908,2012-10-31,4,1,10,12,0,3,1,1,0.4,0.4091,0.58,0.194,44,197,241,497.125
15909,2012-10-31,4,1,10,13,0,3,1,1,0.42,0.4242,0.5,0.2239,22,191,213,497.15625
15910,2012-10-31,4,1,10,14,0,3,1,2,0.42,0.4242,0.5,0.2239,45,179,224,497.1875
15911,2012-10-31,4,1,10,15,0,3,1,1,0.42,0.4242,0.54,0.1642,33,197,230,497.21875
15912,2012-10-31,4,1,10,16,0,3,1,2,0.42,0.4242,0.54,0.2239,51,373,424,497.25
15913,2012-10-31,4,1,10,17,0,3,1,2,0.4,0.4091,0.58,0.1642,39,684,723,497.28125
15914,2012-10-31,4,1,10,18,0,3,1,2,0.4,0.4091,0.58,0.1642,28,556,584,497.3125
15915,2012-10-31,4,1,10,19,0,3,1,2,0.4,0.4091,0.5,0.194,27,383,410,497.34375
15916,2012-10-31,4,1,10,20,0,3,1,2,0.4,0.4091,0.5,0.194,9,259,268,497.375
15917,2012-10-31,4,1,10,21,0,3,1,2,0.4,0.4091,0.5,0.194,12,180,192,497.40625
15918,2012-10-31,4,1,10,22,0,3,1,1,0.36,0.3485,0.57,0.1343,18,147,165,497.4375
15919,2012-10-31,4,1,10,23,0,3,1,1,0.36,0.3636,0.57,0.0896,7,94,101,497.46875
15920,2012-11-01,4,1,11,0,0,4,1,1,0.36,0.3636,0.57,0.0896,8,52,60,497.5
15921,2012-11-01,4,1,11,1,0,4,1,1,0.3,0.3182,0.75,0.1045,8,22,30,497.53125
15922,2012-11-01,4,1,11,2,0,4,1,1,0.32,0.3333,0.66,0.1343,10,10,20,497.5625
15923,2012-11-01,4,1,11,3,0,4,1,1,0.34,0.3333,0.61,0.1343,5,10,15,497.59375
15924,2012-11-01,4,1,11,4,0,4,1,2,0.34,0.3485,0.66,0.1045,2,8,10,497.625
15925,2012-11-01,4,1,11,5,0,4,1,1,0.34,0.3333,0.66,0.1343,1,39,40,497.65625
15926,2012-11-01,4,1,11,6,0,4,1,1,0.34,0.3333,0.61,0.1642,2,146,148,497.6875
15927,2012-11-01,4,1,11,7,0,4,1,2,0.36,0.3485,0.57,0.1642,6,414,420,497.71875
15928,2012-11-01,4,1,11,8,0,4,1,2,0.36,0.3788,0.56,0.1045,12,668,680,497.75
15929,2012-11-01,4,1,11,9,0,4,1,3,0.36,0.3636,0.57,0.1045,21,310,331,497.78125
15930,2012-11-01,4,1,11,10,0,4,1,3,0.36,0.3485,0.62,0.194,13,133,146,497.8125
15931,2012-11-01,4,1,11,11,0,4,1,3,0.36,0.3485,0.62,0.194,14,156,170,497.84375
15932,2012-11-01,4,1,11,12,0,4,1,3,0.38,0.3939,0.62,0.1642,23,198,221,497.875
15933,2012-11-01,4,1,11,13,0,4,1,2,0.4,0.4091,0.58,0.1642,49,199,248,497.90625
15934,2012-11-01,4,1,11,14,0,4,1,2,0.4,0.4091,0.5,0.2239,31,154,185,497.9375
15935,2012-11-01,4,1,11,15,0,4,1,2,0.4,0.4091,0.54,0.1642,35,179,214,497.96875
15936,2012-11-01,4,1,11,16,0,4,1,2,0.4,0.4091,0.54,0.1642,31,313,344,498.0
15937,2012-11-01,4,1,11,17,0,4,1,3,0.4,0.4091,0.5,0.2239,37,652,689,498.03125
15938,2012-11-01,4,1,11,18,0,4,1,2,0.4,0.4091,0.5,0.1642,50,628,678,498.0625
15939,2012-11-01,4,1,11,19,0,4,1,2,0.4,0.4091,0.5,0.1642,28,424,452,498.09375
15940,2012-11-01,4,1,11,20,0,4,1,2,0.38,0.3939,0.54,0.2537,16,280,296,498.125
15941,2012-11-01,4,1,11,21,0,4,1,2,0.38,0.3939,0.54,0.1343,29,238,267,498.15625
15942,2012-11-01,4,1,11,22,0,4,1,1,0.36,0.3485,0.57,0.1642,27,175,202,498.1875
15943,2012-11-01,4,1,11,23,0,4,1,1,0.34,0.3333,0.57,0.1642,8,112,120,498.21875
15944,2012-11-02,4,1,11,0,0,5,1,1,0.34,0.3333,0.57,0.1642,10,40,50,498.25
15945,2012-11-02,4,1,11,1,0,5,1,1,0.32,0.3182,0.66,0.1642,5,19,24,498.28125
15946,2012-11-02,4,1,11,2,0,5,1,1,0.32,0.3182,0.66,0.1642,3,7,10,498.3125
15947,2012-11-02,4,1,11,3,0,5,1,1,0.3,0.303,0.7,0.1642,0,3,3,498.34375
15948,2012-11-02,4,1,11,4,0,5,1,1,0.3,0.3182,0.7,0.1045,1,6,7,498.375
15949,2012-11-02,4,1,11,5,0,5,1,2,0.32,0.3182,0.66,0.1642,1,25,26,498.40625
15950,2012-11-02,4,1,11,6,0,5,1,1,0.3,0.303,0.7,0.1642,2,120,122,498.4375
15951,2012-11-02,4,1,11,7,0,5,1,2,0.3,0.303,0.7,0.1343,8,349,357,498.46875
15952,2012-11-02,4,1,11,8,0,5,1,1,0.32,0.3333,0.57,0.1045,31,656,687,498.5
15953,2012-11-02,4,1,11,9,0,5,1,1,0.34,0.3485,0.53,0.1045,27,355,382,498.53125
15954,2012-11-02,4,1,11,10,0,5,1,1,0.38,0.3939,0.46,0.2985,21,183,204,498.5625
15955,2012-11-02,4,1,11,11,0,5,1,1,0.42,0.4242,0.41,0.4179,42,179,221,498.59375
15956,2012-11-02,4,1,11,12,0,5,1,1,0.42,0.4242,0.41,0.3582,52,240,292,498.625
15957,2012-11-02,4,1,11,13,0,5,1,1,0.4,0.4091,0.43,0.3582,64,230,294,498.65625
15958,2012-11-02,4,1,11,14,0,5,1,2,0.4,0.4091,0.4,0.4925,63,199,262,498.6875
15959,2012-11-02,4,1,11,15,0,5,1,2,0.4,0.4091,0.4,0.4179,51,255,306,498.71875
15960,2012-11-02,4,1,11,16,0,5,1,1,0.38,0.3939,0.4,0.3284,48,373,421,498.75
15961,2012-11-02,4,1,11,17,0,5,1,1,0.38,0.3939,0.4,0.3284,57,581,638,498.78125
15962,2012-11-02,4,1,11,18,0,5,1,2,0.38,0.3939,0.43,0.3284,32,490,522,498.8125
15963,2012-11-02,4,1,11,19,0,5,1,2,0.38,0.3939,0.43,0.2985,38,336,374,498.84375
15964,2012-11-02,4,1,11,20,0,5,1,2,0.36,0.3333,0.46,0.4179,14,207,221,498.875
15965,2012-11-02,4,1,11,21,0,5,1,2,0.36,0.3333,0.46,0.3582,23,133,156,498.90625
15966,2012-11-02,4,1,11,22,0,5,1,1,0.36,0.3333,0.46,0.2537,14,135,149,498.9375
15967,2012-11-02,4,1,11,23,0,5,1,1,0.34,0.303,0.53,0.2985,11,108,119,498.96875
15968,2012-11-03,4,1,11,0,0,6,0,1,0.34,0.3333,0.53,0.1642,9,99,108,499.0
15969,2012-11-03,4,1,11,1,0,6,0,2,0.34,0.303,0.49,0.3284,6,83,89,499.03125
15970,2012-11-03,4,1,11,2,0,6,0,2,0.34,0.3182,0.49,0.2537,10,36,46,499.0625
15971,2012-11-03,4,1,11,3,0,6,0,2,0.34,0.3182,0.49,0.2537,6,22,28,499.09375
15972,2012-11-03,4,1,11,4,0,6,0,2,0.32,0.303,0.49,0.2985,8,8,16,499.125
15973,2012-11-03,4,1,11,5,0,6,0,2,0.32,0.303,0.49,0.2537,1,8,9,499.15625
15974,2012-11-03,4,1,11,6,0,6,0,2,0.32,0.3182,0.49,0.194,4,17,21,499.1875
15975,2012-11-03,4,1,11,7,0,6,0,2,0.32,0.303,0.49,0.2537,1,58,59,499.21875
15976,2012-11-03,4,1,11,8,0,6,0,2,0.34,0.303,0.46,0.2985,10,132,142,499.25
15977,2012-11-03,4,1,11,9,0,6,0,2,0.34,0.303,0.49,0.2985,31,188,219,499.28125
15978,2012-11-03,4,1,11,10,0,6,0,1,0.36,0.3333,0.46,0.3881,68,260,328,499.3125
15979,2012-11-03,4,1,11,11,0,6,0,2,0.36,0.3333,0.46,0.3881,56,284,340,499.34375
15980,2012-11-03,4,1,11,12,0,6,0,2,0.36,0.3182,0.46,0.4627,74,320,394,499.375
15981,2012-11-03,4,1,11,13,0,6,0,2,0.36,0.3333,0.46,0.3582,110,339,449,499.40625
15982,2012-11-03,4,1,11,14,0,6,0,2,0.36,0.3333,0.5,0.3284,136,319,455,499.4375
15983,2012-11-03,4,1,11,15,0,6,0,2,0.36,0.3182,0.46,0.4478,117,331,448,499.46875
